gameid; time; roundNum; trialType; condition; nameClickedObj; targetStatusClickedObj; spLocsClickedObj; lisLocsClickedObj; basiclevelClickedObj; superdomainClickedObj; alt1Name; alt1TargetStatus; alt1SpLocs; alt1LisLocs; alt1Basiclevel; alt1superdomain; alt2Name; alt2TargetStatus; alt2SpLocs; alt2LisLocs; alt2Basiclevel; alt2superdomain;numMessages;numSMessages;numLMessages;speakerMessages;listenerMessages;messageTimeStamps;refExp;sizeMentioned;colorMentioned;typeMentioned;otherFeatureMentioned;basiclevelMentioned;superClassMentioned;superclassattributeMentioned;utteranceContracted;oneMentioned;theMentioned;clickedType;clickedSize;clickedColor;colorPreNominal;sizePreNominal;;notes;;;alt1TypeLabelTest;alt1BLLabelTest;alt1DomainLabelTest;alt2TypeLabelTest;alt2BLLabelTest;alt2DomainLabelTest
2195-2;1.45E+12;70;subSuperTrial;distr33;convertible;target;4;4;car;vehicle;lobster;distrClass3;2;3;NA;animal;socks;distrClass3;3;2;NA;clothing;1;1;0;CAR;;1.45E+12;CAR;FALSE;FALSE;FALSE;;TRUE;;;;;;convertible;NA;NA;;;;;;;lobster, convertible;lobster, car;lobster, vehicle;socks, convertible;socks, car;socks, vehicle
2195-2;1.45E+12;45;subSuperTrial;distr33;gummyBears;target;4;3;candy;snack;train;distrClass3;3;2;NA;vehicle;squirrel;distrClass3;2;4;NA;animal;1;1;0;GUMMIE BEARS;;1.45E+12;GUMMIE BEARS;FALSE;FALSE;TRUE;;;;;;;;gummyBears;NA;NA;;;;;;;train, gummyBears;train, candy;train, snack;squirrel, gummyBears;squirrel, candy;squirrel, snack
2195-2;1.45E+12;68;subSuperTrial;distr33;swordFish;target;4;3;fish;animal;gloves;distrClass3;3;2;NA;clothing;train;distrClass3;2;4;NA;vehicle;1;1;0;FISH;;1.45E+12;FISH;FALSE;FALSE;FALSE;;TRUE;;;;;;swordFish;NA;NA;;;;;;;gloves, swordFish;gloves, fish;gloves, animal;train, swordFish;train, fish;train, animal
3158-b;1.45E+12;7;subSuperTrial;distr33;pug;target;3;2;dog;animal;pottedPlant;distrClass3;2;4;NA;plant;train;distrClass3;4;3;NA;vehicle;1;1;0;doggie;;1.45E+12;doggie;FALSE;FALSE;FALSE;;TRUE;;;;;;pug;NA;NA;;;;;;;pottedPlant, pug;pottedPlant, dog;pottedPlant, animal;train, pug;train, dog;train, animal
4452-5;1.45E+12;70;subSuperTrial;distr33;pandaBear;target;3;3;bear;animal;wardrobe;distrClass3;4;2;NA;furniture;train;distrClass3;2;4;NA;vehicle;1;1;0;panda;;1.45E+12;panda;FALSE;FALSE;TRUE;;;;;;;;pandaBear;NA;NA;;;;;;;wardrobe, pandaBear;wardrobe, bear;wardrobe, animal;train, pandaBear;train, bear;train, animal
7111-e;1.45E+12;39;subSuperTrial;distr33;swordFish;target;2;2;fish;animal;firetruck;distrClass3;3;3;NA;vehicle;train;distrClass3;4;4;NA;vehicle;1;1;0;sword;;1.45E+12;sword;FALSE;FALSE;TRUE;;;;;TRUE;;;swordFish;NA;NA;;;;;;;firetruck, swordFish;firetruck, fish;firetruck, animal;train, swordFish;train, fish;train, animal
9551-7;1.45E+12;16;subSuperTrial;distr33;tShirt;target;4;4;shirt;clothing;grasses;distrClass3;2;2;NA;plant;train;distrClass3;3;3;NA;vehicle;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;tShirt;NA;NA;;;;;;;grasses, tShirt;grasses, shirt;grasses, clothing;train, tShirt;train, shirt;train, clothing
3158-b;1.45E+12;72;subSuperTrial;distr33;hawaiiShirt;target;3;3;shirt;clothing;squirrel;distrClass3;4;4;NA;animal;train;distrClass3;2;2;NA;vehicle;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;hawaiiShirt;NA;NA;;;;;;;squirrel, hawaiiShirt;squirrel, shirt;squirrel, clothing;train, hawaiiShirt;train, shirt;train, clothing
4842-f;1.45E+12;49;subSuperTrial;distr33;catfish;target;3;2;fish;animal;wardrobe;distrClass3;4;3;NA;furniture;train;distrClass3;2;4;NA;vehicle;1;1;0;ewww;;1.45E+12;ewww;FALSE;FALSE;FALSE;TRUE;;;;;;;catfish;NA;NA;;;;;;;wardrobe, catfish;wardrobe, fish;wardrobe, animal;train, catfish;train, fish;train, animal
5512-7;1.45E+12;69;subSuperTrial;distr33;gummyBears;target;4;2;candy;snack;firetruck;distrClass3;2;4;NA;vehicle;wardrobe;distrClass3;3;3;NA;furniture;1;1;0;candy;;1.45E+12;candy;FALSE;FALSE;FALSE;;TRUE;;;;;;gummyBears;NA;NA;;;;;;;firetruck, gummyBears;firetruck, candy;firetruck, snack;wardrobe, gummyBears;wardrobe, candy;wardrobe, snack
5239-5;1.45E+12;42;subSuperTrial;distr33;hummingBird;target;3;3;bird;animal;bookcase;distrClass3;4;2;NA;furniture;wardrobe;distrClass3;2;4;NA;furniture;1;1;0;humming bird;;1.45E+12;humming bird;FALSE;FALSE;TRUE;;;;;;;;hummingBird;NA;NA;;;;;;;bookcase, hummingBird;bookcase, bird;bookcase, animal;wardrobe, hummingBird;wardrobe, bird;wardrobe, animal
4452-5;1.45E+12;28;subSuperTrial;distr33;grizzlyBear;target;3;2;bear;animal;bathrobe;distrClass3;2;4;NA;clothing;bookcase;distrClass3;4;3;NA;furniture;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;grizzlyBear;NA;NA;;;;;;;bathrobe, grizzlyBear;bathrobe, bear;bathrobe, animal;bookcase, grizzlyBear;bookcase, bear;bookcase, animal
3293-5;1.45E+12;61;subSuperTrial;distr33;blackBear;target;3;4;bear;animal;grasses;distrClass3;2;3;NA;plant;bookcase;distrClass3;4;2;NA;furniture;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;blackBear;NA;NA;;;;;;;grasses, blackBear;grasses, bear;grasses, animal;bookcase, blackBear;bookcase, bear;bookcase, animal
5239-5;1.45E+12;21;subSuperTrial;distr33;rose;target;2;4;flower;plant;dress;distrClass3;4;2;NA;clothing;chick;distrClass3;3;3;NA;animal;1;1;0;red flower;;1.45E+12;red flower;FALSE;TRUE;FALSE;;TRUE;;;;;;rose;NA;NA;;;;;;;dress, rose;dress, flower;dress, plant;chick, rose;chick, flower;chick, plant
5628-2;1.45E+12;29;subSuperTrial;distr33;gummyBears;target;4;4;candy;snack;firetruck;distrClass3;3;2;NA;vehicle;chick;distrClass3;2;3;NA;animal;1;1;0;gummi bear;;1.45E+12;gummi bear;FALSE;FALSE;TRUE;;;;;;;;gummyBears;NA;NA;;;;;;;firetruck, gummyBears;firetruck, candy;firetruck, snack;chick, gummyBears;chick, candy;chick, snack
2919-a;1.45E+12;12;subSuperTrial;distr33;coffeeTable;target;2;2;table;furniture;rabbit;distrClass3;3;3;NA;animal;chick;distrClass3;4;4;NA;animal;1;1;0;table;;1.45E+12;table;FALSE;FALSE;FALSE;;TRUE;;;;;;coffeeTable;NA;NA;;;;;;;rabbit, coffeeTable;rabbit, table;rabbit, furniture;chick, coffeeTable;chick, table;chick, furniture
2195-2;1.45E+12;62;subSuperTrial;distr33;hummingBird;target;3;3;bird;animal;grasses;distrClass3;4;4;NA;plant;chips;distrClass3;2;2;NA;snack;1;1;0;HUMMIONGBIRD;;1.45E+12;HUMMIONGBIRD;FALSE;FALSE;TRUE;;;;;;;;hummingBird;NA;NA;;;;;;;grasses, hummingBird;grasses, bird;grasses, animal;chips, hummingBird;chips, bird;chips, animal
1223-7;1.45E+12;60;subSuperTrial;distr33;dalmatian;target;4;3;dog;animal;train;distrClass3;3;2;NA;vehicle;chips;distrClass3;2;4;NA;snack;1;1;0;dalmation;;1.45E+12;dalmation;FALSE;FALSE;TRUE;;;;;;;;dalmatian;NA;NA;;;;;;;train, dalmatian;train, dog;train, animal;chips, dalmatian;chips, dog;chips, animal
5512-7;1.45E+12;49;subSuperTrial;distr33;suv;target;2;4;car;vehicle;wardrobe;distrClass3;3;2;NA;furniture;chips;distrClass3;4;3;NA;snack;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;suv;NA;NA;;;;;;;wardrobe, suv;wardrobe, car;wardrobe, vehicle;chips, suv;chips, car;chips, vehicle
7830-a;1.45E+12;72;subSuperTrial;distr33;parrot;target;2;4;bird;animal;bathrobe;distrClass3;3;2;NA;clothing;cookies;distrClass3;4;3;NA;snack;2;1;1;bird;great job :);1449262630519___1449262637485;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;parrot;NA;NA;;;;;;;bathrobe, parrot;bathrobe, bird;bathrobe, animal;cookies, parrot;cookies, bird;cookies, animal
5512-7;1.45E+12;72;subSuperTrial;distr33;rose;target;3;2;flower;plant;bathrobe;distrClass3;4;3;NA;clothing;cookies;distrClass3;2;4;NA;snack;1;1;0;rose;;1.45E+12;rose;FALSE;FALSE;TRUE;;;;;;;;rose;NA;NA;;;;;;;bathrobe, rose;bathrobe, flower;bathrobe, plant;cookies, rose;cookies, flower;cookies, plant
3504-8;1.45E+12;24;subSuperTrial;distr33;polarBear;target;3;4;bear;animal;rosemary;distrClass3;4;2;NA;plant;cookies;distrClass3;2;3;NA;snack;1;1;0;polar bear;;1.45E+12;polar bear;FALSE;FALSE;TRUE;;;;;;;;polarBear;NA;NA;;;;;;;rosemary, polarBear;rosemary, bear;rosemary, animal;cookies, polarBear;cookies, bear;cookies, animal
8935-b;1.45E+12;46;subSuperTrial;distr33;grizzlyBear;target;4;4;bear;animal;wardrobe;distrClass3;3;2;NA;furniture;cookies;distrClass3;2;3;NA;snack;1;1;0;Large alive;;1.45E+12;Large alive;TRUE;FALSE;FALSE;;;;TRUE;;;;grizzlyBear;NA;NA;;;;;;;wardrobe, grizzlyBear;wardrobe, bear;wardrobe, animal;cookies, grizzlyBear;cookies, bear;cookies, animal
5934-3;1.45E+12;23;subSuperTrial;distr33;bedsideTable;target;4;2;table;furniture;pretzels;distrClass3;3;4;NA;snack;cookies;distrClass3;2;3;NA;snack;1;1;0;non-edible;;1.45E+12;non-edible;FALSE;FALSE;FALSE;TRUE;;;;;;;bedsideTable;NA;NA;;;;;;;pretzels, bedsideTable;pretzels, table;pretzels, furniture;cookies, bedsideTable;cookies, table;cookies, furniture
4452-5;1.45E+12;4;subSuperTrial;distr33;catfish;target;3;2;fish;animal;rosemary;distrClass3;4;4;NA;plant;cookies;distrClass3;2;3;NA;snack;2;1;1;fish (catfish;;;;;;TRUE;;TRUE;;;;;;;;;;;;;;;rosemary, catfish;rosemary, fish;rosemary, animal;cookies, catfish;cookies, fish;cookies, animal
4517-f;1.45E+12;52;subSuperTrial;distr33;husky;target;3;2;dog;animal;socks;distrClass3;4;4;NA;clothing;cookies;distrClass3;2;3;NA;snack;1;1;0;dog;;1.45E+12;dog;FALSE;FALSE;FALSE;;TRUE;;;;;;husky;NA;NA;;;;;;;socks, husky;socks, dog;socks, animal;cookies, husky;cookies, dog;cookies, animal
3695-5;1.45E+12;41;subSuperTrial;distr33;sunflower;target;2;2;flower;plant;gloves;distrClass3;4;3;NA;clothing;cookies;distrClass3;3;4;NA;snack;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;sunflower;NA;NA;;;;;;;gloves, sunflower;gloves, flower;gloves, plant;cookies, sunflower;cookies, flower;cookies, plant
8935-b;1.45E+12;26;subSuperTrial;distr33;jellyBeans;target;2;4;candy;snack;rabbit;distrClass3;4;3;NA;animal;crocodile;distrClass3;3;2;NA;animal;1;1;0;Rainbow;;1.45E+12;Rainbow;FALSE;FALSE;FALSE;TRUE;;;;;;;jellyBeans;NA;NA;;;;;;;rabbit, jellyBeans;rabbit, candy;rabbit, snack;crocodile, jellyBeans;crocodile, candy;crocodile, snack
4517-f;1.45E+12;6;subSuperTrial;distr33;eagle;target;2;2;bird;animal;popcorn;distrClass3;3;3;NA;snack;dress;distrClass3;4;4;NA;clothing;1;1;0;eagle;;1.45E+12;eagle;FALSE;FALSE;TRUE;;;;;;;;eagle;NA;NA;;;;;;;popcorn, eagle;popcorn, bird;popcorn, animal;dress, eagle;dress, bird;dress, animal
4393-a;1.45E+12;67;subSuperTrial;distr33;dressShirt;target;3;3;shirt;clothing;chips;distrClass3;4;2;NA;snack;elephant;distrClass3;2;4;NA;animal;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;dressShirt;NA;NA;;;;;;;chips, dressShirt;chips, shirt;chips, clothing;elephant, dressShirt;elephant, shirt;elephant, clothing
2919-a;1.45E+12;50;subSuperTrial;distr33;diningTable;target;4;4;table;furniture;pretzels;distrClass3;3;2;NA;snack;elephant;distrClass3;2;3;NA;animal;1;1;0;table;;1.45E+12;table;FALSE;FALSE;FALSE;;TRUE;;;;;;diningTable;NA;NA;;;;;;;pretzels, diningTable;pretzels, table;pretzels, furniture;elephant, diningTable;elephant, table;elephant, furniture
4842-f;1.45E+12;1;subSuperTrial;distr33;bedsideTable;target;4;2;table;furniture;crocodile;distrClass3;3;3;NA;animal;elephant;distrClass3;2;4;NA;animal;2;1;1;Two storage spaces in it;Object?;1449259598563___1449259604944;Two storage spaces in it;FALSE;FALSE;FALSE;TRUE;;;;;;;bedsideTable;NA;NA;;;;;;;crocodile, bedsideTable;crocodile, table;crocodile, furniture;elephant, bedsideTable;elephant, table;elephant, furniture
1223-7;1.45E+12;36;subSuperTrial;distr33;jellyBeans;target;2;4;candy;snack;bed;distrClass3;4;3;NA;furniture;firetruck;distrClass3;3;2;NA;vehicle;1;1;0;jelly beans;;1.45E+12;jelly beans;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;bed, jellyBeans;bed, candy;bed, snack;firetruck, jellyBeans;firetruck, candy;firetruck, snack
8935-b;1.45E+12;8;subSuperTrial;distr33;husky;target;4;3;dog;animal;grasses;distrClass3;3;4;NA;plant;firetruck;distrClass3;2;2;NA;vehicle;1;1;0;Legs;;1.45E+12;Legs;FALSE;FALSE;FALSE;;;;TRUE;;;;husky;NA;NA;;;;;;;grasses, husky;grasses, dog;grasses, animal;firetruck, husky;firetruck, dog;firetruck, animal
8286-0;1.45E+12;43;subSuperTrial;distr33;pigeon;target;4;4;bird;animal;bookcase;distrClass3;2;3;NA;furniture;firetruck;distrClass3;3;2;NA;vehicle;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;pigeon;NA;NA;;;;;;;bookcase, pigeon;bookcase, bird;bookcase, animal;firetruck, pigeon;firetruck, bird;firetruck, animal
6456-4;1.45E+12;31;subSuperTrial;distr33;eagle;target;4;4;bird;animal;chips;distrClass3;3;2;NA;snack;firetruck;distrClass3;2;3;NA;vehicle;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;eagle;NA;NA;;;;;;;chips, eagle;chips, bird;chips, animal;firetruck, eagle;firetruck, bird;firetruck, animal
3158-b;1.45E+12;30;subSuperTrial;distr33;sunflower;target;4;2;flower;plant;cow;distrClass3;3;4;NA;animal;firetruck;distrClass3;2;3;NA;vehicle;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;sunflower;NA;NA;;;;;;;cow, sunflower;cow, flower;cow, plant;firetruck, sunflower;firetruck, flower;firetruck, plant
0198-d;1.45E+12;69;subSuperTrial;distr33;skittles;target;4;2;candy;snack;squirrel;distrClass3;3;3;NA;animal;firetruck;distrClass3;2;4;NA;vehicle;1;1;0;candy;;1.45E+12;candy;FALSE;FALSE;FALSE;;TRUE;;;;;;skittles;NA;NA;;;;;;;squirrel, skittles;squirrel, candy;squirrel, snack;firetruck, skittles;firetruck, candy;firetruck, snack
4452-5;1.45E+12;19;subSuperTrial;distr33;hummingBird;target;3;4;bird;animal;train;distrClass3;4;3;NA;vehicle;firetruck;distrClass3;2;2;NA;vehicle;1;1;0;bird;;1.45E+12;bird;FALSE;FALSE;FALSE;;TRUE;;;;;;hummingBird;NA;NA;;;;;;;train, hummingBird;train, bird;train, animal;firetruck, hummingBird;firetruck, bird;firetruck, animal
4452-5;1.45E+12;8;subSuperTrial;distr33;skittles;target;2;4;candy;snack;bathrobe;distrClass3;4;2;NA;clothing;gloves;distrClass3;3;3;NA;clothing;1;1;0;skittles;;1.45E+12;skittles;FALSE;FALSE;TRUE;;;;;;;;skittles;NA;NA;;;;;;;bathrobe, skittles;bathrobe, candy;bathrobe, snack;gloves, skittles;gloves, candy;gloves, snack
9807-5;1.45E+12;17;subSuperTrial;distr33;dalmatian;target;2;3;dog;animal;ambulance;distrClass3;4;4;NA;vehicle;gloves;distrClass3;3;2;NA;clothing;1;1;0;dog;;1.45E+12;dog;FALSE;FALSE;FALSE;;TRUE;;;;;;dalmatian;NA;NA;;;;;;;ambulance, dalmatian;ambulance, dog;ambulance, animal;gloves, dalmatian;gloves, dog;gloves, animal
4452-5;1.45E+12;35;subSuperTrial;distr33;clownFish;target;2;2;fish;animal;socks;distrClass3;3;4;NA;clothing;gloves;distrClass3;4;3;NA;clothing;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;clownFish;NA;NA;;;;;;;socks, clownFish;socks, fish;socks, animal;gloves, clownFish;gloves, fish;gloves, animal
9551-7;1.45E+12;3;subSuperTrial;distr33;skittles;target;2;2;candy;snack;bookcase;distrClass3;3;3;NA;furniture;gloves;distrClass3;4;4;NA;clothing;1;1;0;it's candy;;1.45E+12;it's candy;FALSE;FALSE;FALSE;;TRUE;;;;;;skittles;NA;NA;;;;;;;bookcase, skittles;bookcase, candy;bookcase, snack;gloves, skittles;gloves, candy;gloves, snack
5975-e;1.45E+12;57;subSuperTrial;distr33;convertible;target;2;3;car;vehicle;sheep;distrClass3;4;2;NA;animal;grasses;distrClass3;3;4;NA;plant;1;1;0;silver;;1.45E+12;silver;FALSE;TRUE;FALSE;;;;;;;;convertible;NA;NA;;;;;;;sheep, convertible;sheep, car;sheep, vehicle;grasses, convertible;grasses, car;grasses, vehicle
5076-0;1.45E+12;15;subSuperTrial;distr33;dalmatian;target;2;3;dog;animal;dress;distrClass3;3;4;NA;clothing;grasses;distrClass3;4;2;NA;plant;1;1;0;Spotted;;1.45E+12;Spotted;FALSE;FALSE;FALSE;TRUE;;;;;;;dalmatian;NA;NA;;;;;;;dress, dalmatian;dress, dog;dress, animal;grasses, dalmatian;grasses, dog;grasses, animal
8935-b;1.45E+12;40;subSuperTrial;distr33;pandaBear;target;3;2;bear;animal;dress;distrClass3;2;3;NA;clothing;grasses;distrClass3;4;4;NA;plant;1;1;0;Black and white;;1.45E+12;Black and white;FALSE;TRUE;FALSE;;;;;;;;pandaBear;NA;NA;;;;;;;dress, pandaBear;dress, bear;dress, animal;grasses, pandaBear;grasses, bear;grasses, animal
8286-0;1.45E+12;24;subSuperTrial;distr33;grizzlyBear;target;2;4;bear;animal;train;distrClass3;4;3;NA;vehicle;grasses;distrClass3;3;2;NA;plant;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;grizzlyBear;NA;NA;;;;;;;train, grizzlyBear;train, bear;train, animal;grasses, grizzlyBear;grasses, bear;grasses, animal
6456-4;1.45E+12;67;subSuperTrial;distr33;minivan;target;3;3;car;vehicle;bathrobe;distrClass3;2;4;NA;clothing;horse;distrClass3;4;2;NA;animal;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;minivan;NA;NA;;;;;;;bathrobe, minivan;bathrobe, car;bathrobe, vehicle;horse, minivan;horse, car;horse, vehicle
1223-7;1.45E+12;10;subSuperTrial;distr33;hawaiiShirt;target;2;2;shirt;clothing;pig;distrClass3;4;3;NA;animal;horse;distrClass3;3;4;NA;animal;1;1;0;The blue shirt;;1.45E+12;The blue shirt;FALSE;TRUE;FALSE;;TRUE;;;;;TRUE;hawaiiShirt;NA;NA;;;;;;;pig, hawaiiShirt;pig, shirt;pig, clothing;horse, hawaiiShirt;horse, shirt;horse, clothing
5934-3;1.45E+12;69;subSuperTrial;distr33;skittles;target;2;3;candy;snack;ambulance;distrClass3;4;2;NA;vehicle;iguana;distrClass3;3;4;NA;animal;1;1;0;skittles;;1.45E+12;skittles;FALSE;FALSE;TRUE;;;;;;;;skittles;NA;NA;;;;;;;ambulance, skittles;ambulance, candy;ambulance, snack;iguana, skittles;iguana, candy;iguana, snack
8258-f;1.45E+12;8;subSuperTrial;distr33;sunflower;target;2;2;flower;plant;dress;distrClass3;4;3;NA;clothing;iguana;distrClass3;3;4;NA;animal;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;sunflower;NA;NA;;;;;;;dress, sunflower;dress, flower;dress, plant;iguana, sunflower;iguana, flower;iguana, plant
8430-f;1.45E+12;4;subSuperTrial;distr33;convertible;target;4;2;car;vehicle;grasses;distrClass3;2;3;NA;plant;iguana;distrClass3;3;4;NA;animal;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;convertible;NA;NA;;;;;;;grasses, convertible;grasses, car;grasses, vehicle;iguana, convertible;iguana, car;iguana, vehicle
0198-d;1.45E+12;68;subSuperTrial;distr33;sunflower;target;3;3;flower;plant;cookies;distrClass3;4;2;NA;snack;iguana;distrClass3;2;4;NA;animal;1;1;0;flower;;1.45E+12;flower;FALSE;FALSE;FALSE;;TRUE;;;;;;sunflower;NA;NA;;;;;;;cookies, sunflower;cookies, flower;cookies, plant;iguana, sunflower;iguana, flower;iguana, plant
1223-7;1.45E+12;33;subSuperTrial;distr33;pigeon;target;3;3;bird;animal;bed;distrClass3;2;4;NA;furniture;ivy;distrClass3;4;2;NA;plant;1;1;0;pigeon;;1.45E+12;pigeon;FALSE;FALSE;TRUE;;;;;;;;pigeon;NA;NA;;;;;;;bed, pigeon;bed, bird;bed, animal;ivy, pigeon;ivy, bird;ivy, animal
0198-d;1.45E+12;29;subSuperTrial;distr33;clownFish;target;2;2;fish;animal;bed;distrClass3;3;3;NA;furniture;ivy;distrClass3;4;4;NA;plant;1;1;0;fish;;1.45E+12;fish;FALSE;FALSE;FALSE;;TRUE;;;;;;clownFish;NA;NA;;;;;;;bed, clownFish;bed, fish;bed, animal;ivy, clownFish;ivy, fish;ivy, animal
5628-2;1.45E+12;72;subSuperTrial;distr33;poloShirt;target;2;3;shirt;clothing;crocodile;distrClass3;3;4;NA;animal;ivy;distrClass3;4;2;NA;plant;1;1;0;shirt;;1.45E+12;shirt;FALSE;FALSE;FALSE;;TRUE;;;;;;poloShirt;NA;NA;;;;;;;crocodile, poloShirt;crocodile, shirt;crocodile, clothing;ivy, poloShirt;ivy, shirt;ivy, clothing
5975-e;1.45E+12;31;subSuperTrial;distr33;catfish;target;3;4;fish;animal;firetruck;distrClass3;4;3;NA;vehicle;ivy;distrClass3;2;2;NA;plant;1;1;0;catfish;;1.45E+12;catfish;FALSE;FALSE;TRUE;;;;;;;;catfish;NA;NA;;;;;;;firetruck, catfish;firetruck, fish;firetruck, animal;ivy, catfish;ivy, fish;ivy, animal
2195-2;1.45E+12;8;subSuperTrial;distr33;eagle;target;2;3;bird;animal;ivy;distrClass3;4;2;NA;plant;ivy;distrClass3;3;4;NA;plant;1;1;0;EAGLE;;1.45E+12;EAGLE;FALSE;FALSE;TRUE;;;;;;;;eagle;NA;NA;;;;;;;ivy, eagle;ivy, bird;ivy, animal;ivy, eagle;ivy, bird;ivy, animal
8258-f;1.45E+12;4;subSuperTrial;distr33;grizzlyBear;target;3;3;bear;animal;pottedPlant;distrClass3;2;2;NA;plant;ivy;distrClass3;4;4;NA;plant;1;1;0;bear;;1.45E+12;bear;FALSE;FALSE;FALSE;;TRUE;;;;;;grizzlyBear;NA;NA;;;;;;;pottedPlant, grizzlyBear;pottedPlant, bear;pottedPlant, animal;ivy, grizzlyBear;ivy, bear;ivy, animal
1223-7;1.45E+12;45;subSuperTrial;distr33;suv;target;4;3;car;vehicle;sheep;distrClass3;3;4;NA;animal;ivy;distrClass3;2;2;NA;plant;1;1;0;car;;1.45E+12;car;FALSE;FALSE;FALSE;;TRUE;;;;;;suv;NA;NA;;;;;;;sheep, suv;sheep, car;sheep, vehicle;ivy, suv;ivy, car;ivy, vehicle
3293-5;1.45E+12;63;subSuperTrial;distr33;husky;target;3;3;dog;animal;chips;distrClass3;2;4;NA;snack;ivy;distrClass3;4;2;NA;plant;1;1;0;dog;;1.45E+12;dog;FALSE;FALSE;FALSE;;TRUE;;;;;;husky;NA;NA;;;;;;;chips, husky;chips, dog;chips, animal;ivy, husky;ivy, dog;ivy, animal
5975-e;1.45E+12;71;subSuperTrial;distr33;eagle;target;4;4;bird;animal;lamp;distrClass3;2;3;NA;furniture;ivy;distrClass3;3;2;NA;plant;1;1;0;feathers;;1.45E+12;feathers;FALSE;FALSE;FALSE;;;;TRUE;;;;eagle;NA;NA;;;;;;;lamp, eagle;lamp, bird;lamp, animal;ivy, eagle;ivy, bird;ivy, animal
7111-e;1.45E+12;57;subSuperTrial;distr33;pigeon;target;4;2;bird;animal;train;distrClass3;2;4;NA;vehicle;ivy;distrClass3;3;3;NA;plant;1;1;0;BORD;;1.45E+12;BORD;FALSE;FALSE;FALSE;;;;;;;;pigeon;NA;NA;;;;;;;train, pigeon;train, bird;train, animal;ivy, pigeon;ivy, bird;ivy, animal
8430-f;1.45E+12;32;subSuperTrial;distr33;gummyBears;target;2;3;candy;snack;wardrobe;distrClass3;4;2;NA;furniture;ivy;distrClass3;3;4;NA;plant;1;1;0;bears;;1.45E+12;bears;FALSE;FALSE;TRUE;;;;;;TRUE;;gummyBears;NA;NA;;;;;;;wardrobe, gummyBears;wardrobe, candy;wardrobe, snack;ivy, gummyBears;ivy, candy;ivy, snack
8258-f;1.45E+12;53;subSuperTrial;distr33;minivan;target;4;3;car;vehicle;cow;distrClass3;3;2;NA;animal;ivy;distrClass3;2;4;NA;plant;2;2;0;ban___van;;1449254751102___1449254752021;ban;FALSE;FALSE;TRUE;;;;;TRUE;;;minivan;NA;NA;;;;;;;cow, minivan;cow, car;cow, vehicle;ivy, minivan;ivy, car;ivy, vehicle
2919-a;1.45E+12;14;subSuperTrial;distr33;minivan;target;4;3;car;vehicle;lamp;distrClass3;2;2;NA;furniture;ivy;distrClass3;3;4;NA;plant;1;1;0;minivan;;1.45E+12;minivan;FALSE;FALSE;TRUE;;;;;;;;minivan;NA;NA;;;;;;;lamp, minivan;lamp, car;lamp, vehicle;ivy, minivan;ivy, car;ivy, vehicle
9551-7;1.45E+12;69;subSuperTrial;distr33;coffeeTable;target;4;3;table;furniture;dress;distrClass3;2;2;NA;clothing;kitten;distrClass3;3;4;NA;animal;1;1;0;table;;1.45E+12;table;FALSE;FALSE;FALSE;;TRUE;;;;;;coffeeTable;NA;NA;;;;;;;dress, coffeeTable;dress, table;dress, furniture;kitten, coffeeTable;kitten, table;kitten, furniture
8684-3;1.45E+12;6;subSuperTrial;distr33;coffeeTable;target;3;4;table;furniture;motorcycle;distrClass3;2;2;NA;vehicle;kitten;distrClass3;4;3;NA;animal;1;1;0;furniture;;1.45E+12;furniture;FALSE;FALSE;FALSE;;;TRUE;;;;;coffeeTable;NA;NA;;;;;;;motorcycle, coffeeTable;motorcycle, table;motorcycle, furniture;kitten, coffeeTable;kitten, table;kitten, furniture
